schedule,category,product,charge_name,condition,amount,vat_note,source_file
"Retail","Draft / FTT Cancellation","FCY Draft / TT","FCY draft cancellation / TT cancellation fee","","BDT 200","15% VAT applicable","Retail-charge.pdf"
"Retail","Inward Remittance FCY","EBL Customer","Inward remittance fee","","BDT 100","15% VAT applicable","Retail-charge.pdf"
"Retail","Inward Remittance FCY","Other Bank Customer","Inward remittance fee","","BDT 500 + SWIFT/PO/DD charge at actual cost","15% VAT applicable","Retail-charge.pdf"
"Retail","Remittance File","Remittance File","Opening fee","","BDT 2,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Remittance File","Remittance File","Renewal fee","","BDT 1,500","15% VAT applicable","Retail-charge.pdf"
"Retail","Remittance File","Medical File","Medical file fee","","BDT 5,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Remittance File","Special Remittance Permission from Bangladesh Bank","Special remittance permission fee","Subject to approval","BDT 3,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Student File and Others","Student File","Student file service fee","","BDT 7,500","15% VAT applicable","Retail-charge.pdf"
"Retail","Student File and Others","Student File","Student file renewal fee","","BDT 6,500","15% VAT applicable","Retail-charge.pdf"
"Retail","Student File and Others","Student File","Student file NOC fee","","BDT 1,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Student File and Others","Student File","Student file certificate fee","","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Student File and Others","Student File","Student file transfer fee","Transfer to another bank","BDT 3,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Student File and Others","Loan Issuance Confirmation Certificate","Loan issuance confirmation certificate fee","","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Cheque Collection","LCY Cheque Collection","Outstation cheque collection commission","Within EBL branch clearing zone","0.25%; minimum BDT 300; maximum BDT 1,500","15% VAT applicable","Retail-charge.pdf"
"Retail","Cheque Collection","LCY Cheque Collection","Outstation cheque collection commission","Outside EBL branch clearing zone","0.15%; minimum BDT 300; maximum BDT 1,500","15% VAT applicable","Retail-charge.pdf"
"Retail","Cheque Collection","LCY Cheque Collection","Cheque collection returned unpaid","","BDT 50","15% VAT applicable","Retail-charge.pdf"
"Retail","Cheque Collection","LCY Cheque Collection","Cheque collection within clearing house","","Free","","Retail-charge.pdf"
"Retail","Cheque Collection","Outward Clearing Cheque","Returned/unpaid outward clearing cheque","Insufficient fund","Free","","Retail-charge.pdf"
"Retail","Cheque Collection","Outward Clearing Cheque","Returned/unpaid outward clearing cheque","Other reason","Free","","Retail-charge.pdf"
"Retail","Cheque Collection","Inward Clearing Cheque","Returned/unpaid inward clearing cheque","Insufficient fund","BDT 50","15% VAT applicable","Retail-charge.pdf"
"Retail","Cheque Clearing","Regular Value Cheque Clearing","Regular value cheque clearing fee","All cheques below BDT 50,000","Free","VAT included where applicable","Retail-charge.pdf"
"Retail","Cheque Clearing","Regular Value Cheque Clearing","Regular value cheque clearing fee","BDT 50,000 to below BDT 500,000","BDT 10 per instrument","VAT included","Retail-charge.pdf"
"Retail","Cheque Clearing","Regular Value Cheque Clearing","Regular value cheque clearing fee","BDT 500,000 and above","BDT 25 per instrument","VAT included","Retail-charge.pdf"
"Retail","Cheque Clearing","High Value Cheque Clearing","High value cheque clearing fee","Same day","BDT 60 per instrument","VAT included","Retail-charge.pdf"
"Retail","Cheque Clearing","EFT Transaction","EFT transaction fee","All EFT transactions (BEFTN)","Free","","Retail-charge.pdf"
"Retail","Cheque Clearing","EFT Debit Transaction","EFT debit transaction cancellation fee","Insufficient fund","Free","","Retail-charge.pdf"
"Retail","Cheque Clearing","RTGS Payment","RTGS payment fee","","BDT 100","VAT included","Retail-charge.pdf"
"Retail","Cheque Clearing","RTGS Payment","RTGS payment fee","Customer remittance sent to another bank","Free","","Retail-charge.pdf"
"Retail","FCY Cheque Collection","FCY Cheque Collection","FCY cheque collection fee","Inside Bangladesh","0.1% or minimum BDT 200, whichever is higher + other bank charge","15% VAT applicable","Retail-charge.pdf"
"Retail","FCY Cheque Collection","FCY Cheque Collection","FCY cheque collection fee","Outside Bangladesh","0.1% or minimum BDT 500, whichever is higher + courier/postage + other bank charge","15% VAT applicable","Retail-charge.pdf"
"Retail","FCY Cheque Collection","FCY Cheque Purchase","FCY cheque purchase commission","Inside Bangladesh","0.5% or minimum BDT 300, whichever is higher + other bank/post/telex charge","15% VAT applicable","Retail-charge.pdf"
"Retail","FCY Cheque Collection","FCY Cheque Purchase","FCY cheque purchase commission","Outside Bangladesh","0.5% or minimum BDT 500, whichever is higher + BDT 1,000 + other bank charge + courier/postage charge","15% VAT applicable","Retail-charge.pdf"
"Retail","FCY Cheque Collection","FCY Cheque Sent on Collection","FCY cheque returned unpaid","Inside Bangladesh","BDT 50","15% VAT applicable","Retail-charge.pdf"
"Retail","FCY Cheque Collection","FCY Cheque Sent on Collection","FCY cheque returned unpaid","Outside Bangladesh","BDT 50","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Locker - Small","Locker fee","Regular","BDT 6,500","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Locker - Small","Locker fee","Premium","BDT 9,500","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Locker - Medium","Locker fee","Regular","BDT 7,500","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Locker - Medium","Locker fee","Premium","BDT 12,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Locker - Large","Locker fee","Regular","BDT 11,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Locker - Large","Locker fee","Premium","BDT 17,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Locker","Lost key replacement fee","","BDT 2,000 + actual cost","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Locker","Access outside regular schedule fee","","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Locker","Late payment fee","","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Employee / Outside Metro Locker - Small","Locker fee","Regular","BDT 3,250","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Employee / Outside Metro Locker - Small","Locker fee","Premium","BDT 4,750","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Employee / Outside Metro Locker - Medium","Locker fee","Regular","BDT 3,750","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Employee / Outside Metro Locker - Medium","Locker fee","Premium","BDT 6,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Employee / Outside Metro Locker - Large","Locker fee","Regular","BDT 5,500","15% VAT applicable","Retail-charge.pdf"
"Retail","Locker","Employee / Outside Metro Locker - Large","Locker fee","Premium","BDT 8,500","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Account Balance / Interest Certificate","Balance/interest certificate","Same day","BDT 300","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Account Balance / Interest Certificate","Balance/interest certificate","Next day","BDT 300","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Solvency Certificate","Solvency certificate fee","","BDT 200","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Credit / Solvency Information","Credit/solvency information fee","Local; requested by third party","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Credit / Solvency Information","Credit/solvency information fee","International","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Credit Report","Credit report fee","Obtaining credit report on behalf of local customer","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Inward Remittance Certificate","Inward remittance certificate fee","Per remittance","BDT 200; maximum BDT 1,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Duplicate Savings Certificate / Declaration in Lieu","Duplicate certificate / declaration fee","","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Duplicate Advice","Duplicate advice fee","More than 6 months old; per advice","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Duplicate Tax / VAT Certificate","Duplicate TDS/VDS certificate fee","Outward/inward remittance","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Bank Statement Verification","Bank statement verification fee","Requested by other bank or embassy","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Loan Balance Certificate","Loan balance certificate fee","","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Duplicate Loan Balance Certificate","Duplicate loan balance certificate fee","Same day","BDT 400","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Duplicate Loan Balance Certificate","Duplicate loan balance certificate fee","Next day","BDT 300","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Cash FCY Encashment Certificate / FDD Certificate","Certificate fee","","BDT 100","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","AIT Certificate","AIT certificate fee","","BDT 300","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","BO Account Certificate","BO account certificate fee","","BDT 100","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Bill Payment Authentication Certificate","Bill payment authentication certificate fee","Through Internet Banking","BDT 50","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Bond Purchase Certificate","Bond purchase certificate fee","","BDT 300","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","FCY Endorsement Certificate","FCY endorsement certificate fee","","BDT 300","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Credit Advice","Credit advice fee","","BDT 100","15% VAT applicable","Retail-charge.pdf"
"Retail","Certificates/Reports","Savings Certificate","Savings certificate related certificate fee","From NSD","Free","","Retail-charge.pdf"
"Retail","Certificates/Reports","Savings Certificate","Savings certificate related certificate fee","Other than NSD","Free","","Retail-charge.pdf"
"Retail","Holding of Security Items","FD Receipt","Holding of security items fee","Per item annually; more than 3 months","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Holding of Security Items","Savings Certificate Coupon","Coupon auto encashment fee","Per year; per registration","BDT 1,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Old Voucher Collection","Old Voucher","Old voucher collection fee","Within 3 months","BDT 100","15% VAT applicable","Retail-charge.pdf"
"Retail","Old Voucher Collection","Old Voucher","Old voucher collection fee","After 3 months","BDT 2,000","15% VAT applicable","Retail-charge.pdf"
"Retail","Internet Banking","Internet Banking","Annual fee","","Free","","Retail-charge.pdf"
"Retail","Internet Banking","Internet Banking","Duplicate PIN charge","","Free","","Retail-charge.pdf"
"Retail","Phone Banking","Contact Center","Account balance inquiry fee","","Free","","Retail-charge.pdf"
"Retail","Phone Banking","Contact Center","Last 5 account transactions inquiry fee","","Free","","Retail-charge.pdf"
"Retail","Phone Banking","Contact Center","Fund transfer fee","To another EBL account up to BDT 5,000 per day","Free","","Retail-charge.pdf"
"Retail","Phone Banking","Contact Center","Credit card balance inquiry fee","","Free","","Retail-charge.pdf"
"Retail","Phone Banking","Contact Center","Last 5 card transactions inquiry fee","","Free","","Retail-charge.pdf"
"Retail","SMS Banking","SMS Banking","Annual fee","","Free","","Retail-charge.pdf"
"Retail","SMS Banking","SMS Banking","Duplicate PIN charge","","BDT 160","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","Annual fee","","Free","","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","Duplicate PIN charge","","Free","","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","Statement / certificate fee","Courier charge applies where applicable","Statement/certificate fee + courier charge","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","Binimoy fund transfer fee","","BDT 10","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","RTGS fund transfer fee","Per transaction","BDT 100","VAT included","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","NPSB fund transfer fee","Per transaction","BDT 9.99","VAT included","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","Add Money fee","Per transaction; on added amount","2%","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","VISA credit card bill payment fee","Per transaction","BDT 10","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","e-Chalan fee","Per transaction","BDT 17","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","Account certificate fee","","BDT 200","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","Balance certificate fee","","BDT 300","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","DPS certificate fee","","BDT 300","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","Loan outstanding certificate fee","","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","NOC against loan fee","","BDT 500","15% VAT applicable","Retail-charge.pdf"
"Retail","Skybanking","Skybanking","Loan tax certificate fee","","Free","","Retail-charge.pdf"
"Retail","Fax","Fax","Fax fee","Within country; per page","BDT 15","15% VAT applicable","Retail-charge.pdf"
"Retail","Fax","Fax","Fax fee","Outside country; per page","BDT 50","15% VAT applicable","Retail-charge.pdf"
"Retail","Postage/Mail","Registered Courier","Registered courier charge","","Actual cost","15% VAT applicable","Retail-charge.pdf"
"Retail","Postage/Mail","Courier","Courier charge","Within city","Actual cost","15% VAT applicable","Retail-charge.pdf"
"Retail","Postage/Mail","Courier","Courier charge","Inter-city","Actual cost","15% VAT applicable","Retail-charge.pdf"
"Retail","Postage/Mail","Courier","Courier charge","Outside country","BDT 300 + actual cost","15% VAT applicable","Retail-charge.pdf"
