schedule,category,product,charge_name,condition,amount,vat_note,source_file
"SME","SME Loan Facilities","CMSME and Agriculture Loans","Reschedule/restructure/exit fee","","Nil","","SME-charge.pdf"
"SME","SME Loan Facilities","Large and Other Loans","Reschedule/restructure/exit fee","Loan outstanding up to BDT 1.00 crore","BDT 3,000","15% VAT applicable","SME-charge.pdf"
"SME","SME Loan Facilities","Large and Other Loans","Reschedule/restructure/exit fee","Loan outstanding above BDT 1.00 crore","BDT 5,000","15% VAT applicable","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Contact Point Verification (CPV) charge","","Actual cost","","SME-charge.pdf"
"SME","SME Loan Facilities","CMSME Loan","CIB charge","","Actual cost","","SME-charge.pdf"
"SME","SME Loan Facilities","Large Loan","CIB charge","","Actual cost","","SME-charge.pdf"
"SME","SME Loan Facilities","Agri Loan","CIB charge","Up to BDT 2.50 lakh","Nil","","SME-charge.pdf"
"SME","SME Loan Facilities","Agri Loan","CIB charge","More than BDT 2.50 lakh","Actual cost","","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Charge documents/stamp charge","","Actual cost","","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Valuation charge","","Actual cost","","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Mortgage fee","Processing and documentation","Actual cost","","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Legal fee","","Actual cost","","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Other documentation fee","","BDT 500","15% VAT applicable","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Loan renewal fee","Excluding e-cash and Krishi","BDT 1,000","15% VAT applicable","SME-charge.pdf"
"SME","SME Loan Facilities","Adjusted Loan","NOC issuance fee","","BDT 500","15% VAT applicable","SME-charge.pdf"
"SME","SME Loan Facilities","CMS and Agriculture Loans","Security list/takeover loan information fee","","Actual cost","","SME-charge.pdf"
"SME","SME Loan Facilities","Medium and Large Loans","Security list/takeover loan information fee","","Actual cost + BDT 1,000","15% VAT applicable","SME-charge.pdf"
"SME","SME Loan Facilities","CMS Loans","Temporary time extension fee","Expired loans","Nil","","SME-charge.pdf"
"SME","SME Loan Facilities","Medium and Large Loans","Temporary time extension fee","Expired loans","BDT 1,000","15% VAT applicable","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Court and lawyer fee for recovery","","Actual cost + admin margin as per negotiation","","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Further Board approval fee","Earlier compromise failed/time extension","As per negotiation","","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Compromise settlement fee","Compromised amount up to BDT 1.00 crore","BDT 2,000","15% VAT applicable","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Compromise settlement fee","Compromised amount above BDT 1.00 crore","BDT 5,000","15% VAT applicable","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Settlement monitoring fee","Compromise settlement/exit","As per negotiation","","SME-charge.pdf"
"SME","SME Loan Facilities","Non-funded Facilities","LC/BG fees and commission","Per quarter","Up to 0.60%","","SME-charge.pdf"
"SME","SME Loan Facilities","SME Loan","Security replacement fee","","BDT 1,500","15% VAT applicable","SME-charge.pdf"
