schedule,category,product,charge_name,condition,amount,vat_note,source_file
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Card replacement fee,Prepaid Cards,BDT 500 or $ 10,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Card replacement fee,Prepaid Cards,BDT 500 or $ 10,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Card replacement fee,Prepaid Cards,BDT 500 or $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,PIN replacement fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,PIN replacement fee,Credit Cards,$ 6,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,PIN replacement fee,Debit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,PIN replacement fee,Debit Cards,BDT 600,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,PIN replacement fee,Debit Cards,BDT 700,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,PIN replacement fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,PIN replacement fee,Debit Cards,$ 10,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,PIN replacement fee,Debit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,PIN replacement fee,Debit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,PIN replacement fee,Prepaid Cards,BDT 200,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,PIN replacement fee,Prepaid Cards,BDT 500 or $ 10,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,PIN replacement fee,Prepaid Cards,BDT 500 or $ 10,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,PIN replacement fee,Prepaid Cards,BDT 500 or $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Late payment fee,Credit Cards,"BDT 1,000 / $ 12",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Late payment fee,Credit Cards,"BDT 1,000 / $ 12",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Late payment fee,Credit Cards,"BDT 1,200 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Late payment fee,Credit Cards,$ 15,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Late payment fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Late payment fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Late payment fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Late payment fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Late payment fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Late payment fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Late payment fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Late payment fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Late payment fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Late payment fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Late payment fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Cash withdrawal / advance fee - EBL ATM,Credit Cards; EBL ATM; whichever is higher,2.17% or BDT 300,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Cash withdrawal / advance fee - EBL ATM,Debit Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Cash withdrawal / advance fee - EBL ATM,Debit Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Cash withdrawal / advance fee - EBL ATM,Debit Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Cash withdrawal / advance fee - EBL ATM,Debit Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Cash withdrawal / advance fee - EBL ATM,Debit Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Cash withdrawal / advance fee - EBL ATM,Debit Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Cash withdrawal / advance fee - EBL ATM,Debit Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Cash withdrawal / advance fee - EBL ATM,Prepaid Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Cash withdrawal / advance fee - EBL ATM,Prepaid Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Cash withdrawal / advance fee - EBL ATM,Prepaid Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Cash withdrawal / advance fee - EBL ATM,Prepaid Cards; EBL ATM; whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Cash withdrawal / advance fee - Other ATM,Credit Cards; Other ATM; whichever is higher,3% or BDT 300 / $ 5,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Cash withdrawal / advance fee - Other ATM,Debit Cards; Other ATM; whichever is higher,As per Note 12,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Cash withdrawal / advance fee - Other ATM,Debit Cards; Other ATM; whichever is higher,As per Note 12,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Cash withdrawal / advance fee - Other ATM,Debit Cards; Other ATM; whichever is higher,As per Note 12,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Cash withdrawal / advance fee - Other ATM,Debit Cards; Other ATM; whichever is higher,As per Note 12,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Cash withdrawal / advance fee - Other ATM,Debit Cards; Other ATM; whichever is higher,$ 2.50,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Cash withdrawal / advance fee - Other ATM,Debit Cards; Other ATM; whichever is higher,As per Note 12,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Cash withdrawal / advance fee - Other ATM,Debit Cards; Other ATM; whichever is higher,As per Note 12,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Cash withdrawal / advance fee - Other ATM,Prepaid Cards; Other ATM; whichever is higher,As per Note 12,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Cash withdrawal / advance fee - Other ATM,Prepaid Cards; Other ATM; whichever is higher,As per Note 12/ 1% or $ 2,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Cash withdrawal / advance fee - Other ATM,Prepaid Cards; Other ATM; whichever is higher,As per Note 12/ 1% or $ 2,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Cash withdrawal / advance fee - Other ATM,Prepaid Cards; Other ATM; whichever is higher,As per Note 12/ 1% or $ 2,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Interest rate,Credit Cards; Annual,25%,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Interest rate,Debit Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Interest rate,Debit Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Interest rate,Debit Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Interest rate,Debit Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Interest rate,Debit Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Interest rate,Debit Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Interest rate,Debit Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Interest rate,Prepaid Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Interest rate,Prepaid Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Interest rate,Prepaid Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Interest rate,Prepaid Cards; Annual,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Return cheque fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Return cheque fee,Credit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Return cheque fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Return cheque fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Return cheque fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Return cheque fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Return cheque fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Return cheque fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Return cheque fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Return cheque fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Return cheque fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Return cheque fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Return cheque fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Duplicate e-statement fee,Credit Cards; Per month,BDT 200,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Duplicate e-statement fee,Credit Cards; Per month,$ 1,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Duplicate e-statement fee,Debit Cards; Per month,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Duplicate e-statement fee,Debit Cards; Per month,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Duplicate e-statement fee,Debit Cards; Per month,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Duplicate e-statement fee,Debit Cards; Per month,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Duplicate e-statement fee,Debit Cards; Per month,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Duplicate e-statement fee,Debit Cards; Per month,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Duplicate e-statement fee,Debit Cards; Per month,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Duplicate e-statement fee,Prepaid Cards; Per month,BDT 50,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Duplicate e-statement fee,Prepaid Cards; Per month,BDT 50 or $ 1,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Duplicate e-statement fee,Prepaid Cards; Per month,BDT 50 or $ 1,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Duplicate e-statement fee,Prepaid Cards; Per month,BDT 50 or $ 1,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Overlimit fee,Credit Cards,"BDT 1,200 / $ 10",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Overlimit fee,Credit Cards,"BDT 1,200 / $ 10",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Overlimit fee,Credit Cards,"BDT 1,550 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Overlimit fee,Credit Cards,"BDT 1,550 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Overlimit fee,Credit Cards,"BDT 1,550 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Overlimit fee,Credit Cards,"BDT 1,550 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Overlimit fee,Credit Cards,"BDT 1,550 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Overlimit fee,Credit Cards,"BDT 1,550 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Overlimit fee,Credit Cards,"BDT 1,550 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Overlimit fee,Credit Cards,"BDT 1,550 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Overlimit fee,Credit Cards,"BDT 1,550 / $ 15",,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Overlimit fee,Credit Cards,"BDT 1,200 / $ 10",,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Overlimit fee,Credit Cards,"BDT 1,200 / $ 10",,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Overlimit fee,Credit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Overlimit fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Overlimit fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Overlimit fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Overlimit fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Overlimit fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Overlimit fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Overlimit fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
