schedule,category,product,charge_name,condition,amount,vat_note,source_file
Cards,Prepaid Cards,Payroll Prepaid Card,Overlimit fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Overlimit fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Overlimit fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Overlimit fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Sales voucher retrieval fee,Credit Cards,BDT 300 / $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Sales voucher retrieval fee,Credit Cards,$ 10,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Sales voucher retrieval fee,Debit Cards,BDT 300,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Sales voucher retrieval fee,Debit Cards,BDT 300,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Sales voucher retrieval fee,Debit Cards,BDT 300,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Sales voucher retrieval fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Sales voucher retrieval fee,Debit Cards,$ 10,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Sales voucher retrieval fee,Debit Cards,BDT 300,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Sales voucher retrieval fee,Debit Cards,BDT 300,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Sales voucher retrieval fee,Prepaid Cards,BDT 300,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Sales voucher retrieval fee,Prepaid Cards,BDT 300 or $ 10,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Sales voucher retrieval fee,Prepaid Cards,BDT 300 or $ 10,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Sales voucher retrieval fee,Prepaid Cards,BDT 300 or $ 10,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Certificate fee,Credit Cards,BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Certificate fee,Credit Cards,$ 6,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Certificate fee,Debit Cards,BDT 50,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Certificate fee,Debit Cards,BDT 50,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Certificate fee,Debit Cards,BDT 50,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Certificate fee,Debit Cards,BDT 50,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Certificate fee,Debit Cards,$ 1,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Certificate fee,Debit Cards,BDT 50,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Certificate fee,Debit Cards,BDT 50,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Certificate fee,Prepaid Cards,BDT 50,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Certificate fee,Prepaid Cards,BDT 50 or $ 1,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Certificate fee,Prepaid Cards,BDT 50 or $ 1,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Certificate fee,Prepaid Cards,BDT 50 or $ 1,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Risk assurance fee,Credit Cards; On outstanding,0.1353%,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Risk assurance fee,Debit Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Risk assurance fee,Debit Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Risk assurance fee,Debit Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Risk assurance fee,Debit Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Risk assurance fee,Debit Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Risk assurance fee,Debit Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Risk assurance fee,Debit Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Risk assurance fee,Prepaid Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Risk assurance fee,Prepaid Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Risk assurance fee,Prepaid Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Risk assurance fee,Prepaid Cards; On outstanding,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Card cheque book fee,Credit Cards; 10 pages,BDT 250,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Card cheque book fee,Credit Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Card cheque book fee,Debit Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Card cheque book fee,Debit Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Card cheque book fee,Debit Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Card cheque book fee,Debit Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Card cheque book fee,Debit Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Card cheque book fee,Debit Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Card cheque book fee,Debit Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Card cheque book fee,Prepaid Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Card cheque book fee,Prepaid Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Card cheque book fee,Prepaid Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Card cheque book fee,Prepaid Cards; 10 pages,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Card cheque processing fee,Credit Cards; Whichever is higher,2% or BDT 500,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Card cheque processing fee,Credit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Card cheque processing fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Card cheque processing fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Card cheque processing fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Card cheque processing fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Card cheque processing fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Card cheque processing fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Card cheque processing fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Card cheque processing fee,Prepaid Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Card cheque processing fee,Prepaid Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Card cheque processing fee,Prepaid Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Card cheque processing fee,Prepaid Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Customer verification / CIB fee,Credit Cards,BDT 100,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Customer verification / CIB fee,Credit Cards,$ 1.50,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Customer verification / CIB fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Customer verification / CIB fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Customer verification / CIB fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Customer verification / CIB fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Customer verification / CIB fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Customer verification / CIB fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Customer verification / CIB fee,Debit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Customer verification / CIB fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Customer verification / CIB fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Customer verification / CIB fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Customer verification / CIB fee,Prepaid Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Transaction alert fee,Credit Cards; Per year,BDT 400,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Transaction alert fee,Credit Cards; Per year,$ 3,,SOC-Cards_fees.pdf
Cards,Debit Cards,All listed debit cards,Transaction alert fee,Debit Cards; Per year,As per Note 49,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Transaction alert fee,Prepaid Cards; Per year,BDT 200,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Transaction alert fee,Prepaid Cards; Per year,BDT 400 or $ 3,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Transaction alert fee,Prepaid Cards; Per year,BDT 400 or $ 3,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Transaction alert fee,Prepaid Cards; Per year,BDT 400 or $ 3,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Corporate Platinum,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Light / Women Signature,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Signature Acci,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Infinite,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard Titanium,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Mastercard World,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,Diners Club,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,UnionPay Platinum,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,2% or BDT 500 / $ 5,,SOC-Cards_fees.pdf
Cards,Credit Cards,FX Credit,Want2Buy / EasyCredit adjustment fee,Credit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Classic Debit,Want2Buy / EasyCredit adjustment fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Platinum Debit,Want2Buy / EasyCredit adjustment fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature (Regular) / World Debit,Want2Buy / EasyCredit adjustment fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Signature Priority Debit,Want2Buy / EasyCredit adjustment fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,Global / Mastercard World RFCD Debit,Want2Buy / EasyCredit adjustment fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,UnionPay Classic Debit,Want2Buy / EasyCredit adjustment fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Debit Cards,TakaPay Debit,Want2Buy / EasyCredit adjustment fee,Debit Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Payroll Prepaid Card,Want2Buy / EasyCredit adjustment fee,Prepaid Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,UnionPay / Mastercard / Visa Prepaid Card,Want2Buy / EasyCredit adjustment fee,Prepaid Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Diners Club / FX / ACCA Prepaid Card,Want2Buy / EasyCredit adjustment fee,Prepaid Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Prepaid Cards,Mastercard Women Prepaid Card,Want2Buy / EasyCredit adjustment fee,Prepaid Cards; Whichever is higher,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Classic,Undelivered card / PIN destruction fee,Credit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Gold,Undelivered card / PIN destruction fee,Credit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Platinum,Undelivered card / PIN destruction fee,Credit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Women Platinum,Undelivered card / PIN destruction fee,Credit Cards,Not applicable,,SOC-Cards_fees.pdf
Cards,Credit Cards,Visa Army/Air Force/Navy Platinum,Undelivered card / PIN destruction fee,Credit Cards,Not applicable,,SOC-Cards_fees.pdf
