schedule,category,product,charge_name,condition,amount,vat_note,source_file
Corporate,Miscellaneous (Government Securities Investment Services),Annual BPID Maintenance,Annual BPID Maintenance,Offshore Banking,N/A,,CORP_fees.pdf
Corporate,Miscellaneous (Government Securities Investment Services),Tax Certificate,Tax Certificate,Onshore Banking,Yearly one statement free; for each additional statement 500 each,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous (Government Securities Investment Services),Tax Certificate,Tax Certificate,Offshore Banking,N/A,,CORP_fees.pdf
Corporate,Miscellaneous (Special Asset Management),Court & Lawyer Cost Recovery,Court & Lawyer Cost Recovery,Onshore Banking,At actual + Admin Margin (as per negotiation),15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous (Special Asset Management),Court & Lawyer Cost Recovery,Court & Lawyer Cost Recovery,Offshore Banking,N/A,,CORP_fees.pdf
Corporate,Miscellaneous (Special Asset Management),Compromise Settlement Fee,Compromise Settlement Fee,Onshore Banking,As per negotiation,,CORP_fees.pdf
Corporate,Miscellaneous (Special Asset Management),Compromise Settlement Fee,Compromise Settlement Fee,Offshore Banking,N/A,,CORP_fees.pdf
Corporate,Miscellaneous (Special Asset Management),Settlement Monitoring fee,Settlement Monitoring fee,Onshore Banking,As per negotiation,,CORP_fees.pdf
Corporate,Miscellaneous (Special Asset Management),Settlement Monitoring fee,Settlement Monitoring fee,Offshore Banking,N/A,,CORP_fees.pdf
Corporate,Miscellaneous (Special Asset Management),Further Board Approval for Earlier Compromise Failed/Time Extension,Further Board Approval for Earlier Compromise Failed/Time Extension,Onshore Banking,As per negotiation,,CORP_fees.pdf
Corporate,Miscellaneous (Special Asset Management),Further Board Approval for Earlier Compromise Failed/Time Extension,Further Board Approval for Earlier Compromise Failed/Time Extension,Offshore Banking,N/A,,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,Commission of ULC Opening,Onshore Banking,"1st quarter up to 0.50% maximum, minimum BDT 1,000.00; subsequent quarter up to 0.50% p.q. to be charged on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,Commission of ULC Opening,Offshore Banking,"1st quarter up to 0.50% maximum, minimum USD 10; subsequent quarter up to 0.50% p.q. to be charged on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,Commission of SLC/BTB LC Opening,Onshore Banking,"1st quarter up to 0.40% maximum, minimum BDT 1,000.00; subsequent quarter up to 0.40% p.q. to be charged on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,Commission of SLC/BTB LC Opening,Offshore Banking,"1st quarter up to 0.40% maximum, minimum USD 10; subsequent quarter up to 0.40% p.q. to be charged on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,L/C under 100% Cash Margin,Onshore Banking,"1st quarter up to 0.25% maximum, minimum BDT 1,000.00; subsequent quarter up to 0.25% on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,L/C under 100% Cash Margin,Offshore Banking,"1st quarter up to 0.25% maximum, minimum USD 10; subsequent quarter up to 0.25% on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,Amendment of L/C for Increase of Value and Extension of Validity,Onshore Banking,"Commission as per LC opening rate (minimum BDT 1,000)",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,Amendment of L/C for Increase of Value and Extension of Validity,Offshore Banking,Commission as per LC opening rate (minimum USD 10),15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,Amendment of L/C except Increase of Value and Extension of Validity,Onshore Banking,BDT 500-750,15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,Amendment of L/C except Increase of Value and Extension of Validity,Offshore Banking,USD 10 + communication cost,15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,L/C Cancellation,Onshore Banking,Communication cost at actual,15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,L/C Cancellation,Offshore Banking,Nil + communication cost,,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,LC Confirmation Arrangement Fee,Onshore Banking,"Per quarter @ Nil to 0.20%, plus communication cost",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,LC Confirmation Arrangement Fee,Offshore Banking,"Per quarter @ Nil to 0.20%, plus communication cost",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,LC Processing Fee (Overseas),Onshore Banking,"BDT 300 to BDT 1,500",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,LC Processing Fee (Overseas),Offshore Banking,USD 15,15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,LC Processing Fee (Local/BD),Onshore Banking,BDT 300 to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,LC Processing Fee (Local/BD),Offshore Banking,USD 10,15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,UPAS LC Arrangement Fee,Onshore Banking,"Up to BDT 1,000",15% VAT applicable,CORP_fees.pdf
Corporate,Import LC,Import Trade Service,UPAS LC Arrangement Fee,Offshore Banking,Up to USD 10,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Credit Report Collection,Onshore Banking,Up to USD 115; based on regional charge by third party,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Credit Report Collection,Offshore Banking,Up to USD 115; based on regional charge by third party,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Credit Report Usage Fee,Onshore Banking,Up to USD 10,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Credit Report Usage Fee,Offshore Banking,Up to USD 10,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Original B/L Endorsement Signature Verification Charge,Onshore Banking,BDT 100 per B/L,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Original B/L Endorsement Signature Verification Charge,Offshore Banking,USD 1 or BDT 100 per B/L,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Contingent Liability Conversion Fee,Onshore Banking,At the rate of client's LC commission for 1st quarter up to 0.40% of LC value,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Contingent Liability Conversion Fee,Offshore Banking,At the rate of client's LC commission for 1st quarter up to 0.40% of LC value,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Issuance of FTT for Import,Onshore Banking,"Up to BDT 1,000 (TT value <= USD 10,000); BDT 2,000 (TT value > USD 10,000)",15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Issuance of FTT for Import,Offshore Banking,"Up to USD 10 (TT value <= USD 10,000); USD 20 (TT value > USD 10,000)",15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Import Registration without LC,Onshore Banking,"1st quarter up to 0.30%, minimum BDT 1,000.00; subsequent quarter up to 0.30% on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Import Registration without LC,Offshore Banking,"1st quarter up to 0.30%, minimum USD 10; subsequent quarter up to 0.30% on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,L/C Application Form,Onshore Banking,BDT 100 to BDT 300 + stamp charge at actual,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,L/C Application Form,Offshore Banking,BDT 100 to BDT 300 + stamp charge at actual equivalent,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,IMP Form,Onshore Banking,BDT 25 to BDT 100,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,IMP Form,Offshore Banking,BDT 25 to BDT 100 equivalent,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Issuance of Certificate,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,Issuance of Certificate,Offshore Banking,Up to USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,DP/DA Fee without LC,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Import Miscellaneous,Import Trade Service,DP/DA Fee without LC,Offshore Banking,Up to USD 10,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Import Bill Retirement (Under Sight L/C),Onshore Banking,BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Import Bill Retirement (Under Sight L/C),Offshore Banking,USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Shipping Guarantee/NOC for Customs Assessment,Onshore Banking,"Up to BDT 1,500",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Shipping Guarantee/NOC for Customs Assessment,Offshore Banking,Up to USD 20,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Discrepancy Fee & Other charge (on Beneficiary),Onshore Banking,Up to USD 30 (Local Bill); Up to USD 80 (Foreign Bill),15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Discrepancy Fee & Other charge (on Beneficiary),Offshore Banking,Up to USD 30 (Local/BD Bill); Up to USD 80 (Overseas Bill),15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Import Documents Return Fee,Onshore Banking,"Up to BDT 2,500",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Import Documents Return Fee,Offshore Banking,Up to USD 15,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Acceptance Commission,Onshore Banking,"1st quarter up to 0.40% maximum, minimum BDT 1,000.00; subsequent quarter up to 0.40% p.q. to be charged on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Acceptance Commission,Offshore Banking,"1st quarter up to 0.40% maximum, minimum USD 10; subsequent quarter up to 0.40% p.q. to be charged on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Import Lodgement of Inward Documents,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Import Lodgement of Inward Documents,Offshore Banking,Up to USD 20,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Maturity Date Extension of Accepted Bill,Onshore Banking,"BDT 1,500 per bill",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Maturity Date Extension of Accepted Bill,Offshore Banking,USD 15,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Loan Maturity Extension (Except B2B),Onshore Banking,"Up to BDT 1,500 per contract",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Loan Maturity Extension (Except B2B),Offshore Banking,Up to USD 15 per contract,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Payment Processing Fee,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Payment Processing Fee,Offshore Banking,Up to USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,TT Reimbursement Charge (for non-ACU),Onshore Banking,"Up to USD 20 (<= USD 1,000); USD 30 (> USD 1,000 and <= USD 5,000); USD 40 (> USD 5,000)",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,TT Reimbursement Charge (for non-ACU),Offshore Banking,"Up to USD 20 (<= USD 1,000); USD 30 (> USD 1,000 and <= USD 5,000); USD 40 (> USD 5,000)",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Payment/Reimbursement Charge on Beneficiary/Applicant,Onshore Banking,"Up to USD 25 (Local Bill <= USD 20,000); USD 50 (Local Bill > USD 20,000); USD 30 (Foreign Bill <= USD 20,000); USD 60 (Foreign Bill > USD 20,000)",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Payment/Reimbursement Charge on Beneficiary/Applicant,Offshore Banking,"Up to USD 25 (Local/BD Bill <= USD 20,000); USD 50 (Local/BD Bill > USD 20,000); USD 30 (Overseas Bill <= USD 20,000); USD 60 (Overseas Bill > USD 20,000)",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Fee for Trade Dispute Settlement,Onshore Banking,"Up to BDT 50,000",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Fee for Trade Dispute Settlement,Offshore Banking,Up to USD 500,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Arrangement Fee for OBU/DBU Financing when Third Bank Persuasion is Unsuccessful,Onshore Banking,"Up to 2% of financed amount (minimum BDT 5,000)",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Arrangement Fee for OBU/DBU Financing when Third Bank Persuasion is Unsuccessful,Offshore Banking,Up to 2% of financed amount (minimum USD 50),15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Letter of Undertaking Issuance Fee for Refinancing Arrangement,Onshore Banking,"Up to BDT 5,000",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Letter of Undertaking Issuance Fee for Refinancing Arrangement,Offshore Banking,Up to USD 50,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Customer-Initiated LC Re-opening Charge,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Customer-Initiated LC Re-opening Charge,Offshore Banking,Up to USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Claim Settlement Fee,Onshore Banking,"Up to BDT 3,000",15% VAT applicable,CORP_fees.pdf
Corporate,Import Bills,Import Trade Service,Claim Settlement Fee,Offshore Banking,Up to USD 30,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,L/C Advising,Onshore Banking,BDT 500 to BDT 750,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,L/C Advising,Offshore Banking,USD 5 to USD 7,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,L/C Amendment Advising,Onshore Banking,BDT 300 to BDT 750,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,L/C Amendment Advising,Offshore Banking,USD 5 to USD 7,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Sales Contract Review Fee for Buying House,Onshore Banking,"BDT 1,000 to BDT 1,800.00 per contract",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Sales Contract Review Fee for Buying House,Offshore Banking,USD 10 to USD 18 per contract,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Data Entry related to EXP Issue and Others,Onshore Banking,Up to BDT 25 to BDT 300 per set,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Data Entry related to EXP Issue and Others,Offshore Banking,Up to USD 1-3,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Local/BD Export Bill Negotiation/Collection Commission,Onshore Banking,"Up to 0.15% when there is no exchange gain (minimum BDT 1,000); BDT 500 when there is exchange gain",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Local/BD Export Bill Negotiation/Collection Commission,Offshore Banking,"Up to 0.15%, minimum USD 10",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Foreign Document/Negotiation Collection,Onshore Banking,"Up to 0.15% when there is no exchange gain (minimum BDT 1,000); BDT 300 to BDT 500 when there is exchange gain",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Foreign Document/Negotiation Collection,Offshore Banking,"Up to 0.15%, minimum USD 10",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,TT Processing Fee Export,Onshore Banking,"Up to 0.15% when there is no exchange gain (minimum BDT 1,000); BDT 300 to BDT 500 when there is exchange gain",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,TT Processing Fee Export,Offshore Banking,"Up to 0.15%, minimum USD 10",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Buying House Commission Payment Processing Charge (Paper Transfer)/Transfer of LC (Manual),Onshore Banking,"Up to BDT 1,000",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Buying House Commission Payment Processing Charge (Paper Transfer)/Transfer of LC (Manual),Offshore Banking,Up to USD 10,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Issuance of PRC,Onshore Banking,BDT 100 to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Issuance of PRC,Offshore Banking,USD 1 to USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Issuance of any other certificate,Onshore Banking,BDT 100 to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Issuance of any other certificate,Offshore Banking,USD 5 per certificate,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Transfer of LC/Amendment Fee (if advised through EBL),Onshore Banking,Up to BDT 500 to BDT 750,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Transfer of LC/Amendment Fee (if advised through EBL),Offshore Banking,Up to USD 5 to USD 7,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Transfer of LC/Amendment Fee (if not advised through EBL),Onshore Banking,Up to BDT 750,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Transfer of LC/Amendment Fee (if not advised through EBL),Offshore Banking,Up to USD 5 to USD 7,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,LC Confirmation,Onshore Banking,Up to 0.20% p.q.,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,LC Confirmation,Offshore Banking,Up to 0.20% p.q.,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Collections where proceeds received in BDT,Onshore Banking,"Up to BDT 500-BDT 1,000",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Collections where proceeds received in BDT,Offshore Banking,N/A,,CORP_fees.pdf
Corporate,Export,Export Trade Service,Bill Processing Fee for ENTREPOT Basis Collection Document,Onshore Banking,"BDT 3,000 per document",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Bill Processing Fee for ENTREPOT Basis Collection Document,Offshore Banking,USD 30 per document,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Authorization Letter to Collect Documents from Other Banks,Onshore Banking,BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Authorization Letter to Collect Documents from Other Banks,Offshore Banking,USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,EXP Cancellation Fee,Onshore Banking,BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,EXP Cancellation Fee,Offshore Banking,USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Processing charge for Cash Assistance,Onshore Banking,"0.20% on disbursed amount, minimum BDT 2,000 per case",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Processing charge for Cash Assistance,Offshore Banking,"0.20% on disbursed amount, minimum USD 20 or BDT 2,000 per case",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Bill Discount/Invoice Financing Fee,Onshore Banking,"Up to BDT 2,000",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Bill Discount/Invoice Financing Fee,Offshore Banking,Up to USD 20,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Invoice Financing Processing Fee,Onshore Banking,"Up to BDT 1,000 per disbursement",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Invoice Financing Processing Fee,Offshore Banking,Up to USD 10 per disbursement,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Reimbursement Claim against Export,Onshore Banking,"Up to BDT 1,000",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Reimbursement Claim against Export,Offshore Banking,Up to USD 10,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Payment Reminder Fee,Onshore Banking,"Up to BDT 1,000",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Payment Reminder Fee,Offshore Banking,Up to USD 10,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Collection Charge against Export Bill of Other Bank,Onshore Banking,"Up to BDT 5,000",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Collection Charge against Export Bill of Other Bank,Offshore Banking,Up to USD 50,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Maturity Extension Fee (to be deducted from proceeds),Onshore Banking,"Up to BDT 1,000",15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Maturity Extension Fee (to be deducted from proceeds),Offshore Banking,Up to USD 10,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Amendment of Collection Documents,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Amendment of Collection Documents,Offshore Banking,Up to USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Issuance of Certificate,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Export,Export Trade Service,Issuance of Certificate,Offshore Banking,Up to USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Issuance of Guarantee,Onshore Banking,"1st quarter up to 0.50%, subsequent quarter up to 0.50% p.q. to be charged on day basis, minimum BDT 1,000.00",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Issuance of Guarantee,Offshore Banking,"Per quarter up to 0.50%, subsequent up to 0.50% p.q. to be charged on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Amendment of Guarantee for Extension of Validity/Increase of Amount,Onshore Banking,"Per quarter @ 0.20% to 0.50%, subsequent quarters @ 0.15% to 0.50% on day basis, minimum BDT 1,000.00",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Amendment of Guarantee for Extension of Validity/Increase of Amount,Offshore Banking,"Per quarter up to 0.50%, subsequent quarters @ 0.15% to 0.50% on day basis",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Commission for Issuance/Extension of Validity of Guarantee against Counter Guarantee of Foreign Bank,Onshore Banking,"Up to 0.60% per quarter, minimum USD 1,000",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Commission for Issuance/Extension of Validity of Guarantee against Counter Guarantee of Foreign Bank,Offshore Banking,"Up to 0.60% per quarter, minimum USD 1,000",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Issuance of Amendment of Guarantee without Extension of Validity/Increase of Amount,Onshore Banking,"BDT 500 to BDT 1,000",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Issuance of Amendment of Guarantee without Extension of Validity/Increase of Amount,Offshore Banking,USD 10 to USD 25,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of Guarantee to the Beneficiary by Adding Our Confirmation,Onshore Banking,"Up to 0.60% per quarter, minimum USD 50",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of Guarantee to the Beneficiary by Adding Our Confirmation,Offshore Banking,Negotiation basis,,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of Amendment of Guarantee for Extension of Validity/Increase of Amount to the Beneficiary by Adding Our Confirmation,Onshore Banking,"Up to 0.60% per quarter, minimum USD 50",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of Amendment of Guarantee for Extension of Validity/Increase of Amount to the Beneficiary by Adding Our Confirmation,Offshore Banking,Negotiation basis,,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of Amendment of Guarantee without Extension of Validity/Increase of Amount to the Beneficiary by Adding Our Confirmation,Onshore Banking,"Up to 0.60% per quarter, minimum USD 50",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of Amendment of Guarantee without Extension of Validity/Increase of Amount to the Beneficiary by Adding Our Confirmation,Offshore Banking,USD 10 to USD 15,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of SBLC/Guarantee without Confirmation,Onshore Banking,USD 50,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of SBLC/Guarantee without Confirmation,Offshore Banking,USD 50,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of SBLC/Guarantee Amendment without Confirmation,Onshore Banking,USD 50,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of SBLC/Guarantee Amendment without Confirmation,Offshore Banking,USD 50,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,SBLC/Guarantee Confirmation,Onshore Banking,As per negotiation,,CORP_fees.pdf
Corporate,Guarantee,Guarantee,SBLC/Guarantee Confirmation,Offshore Banking,As per negotiation,,CORP_fees.pdf
Corporate,Guarantee,Guarantee,"Upload in E-GP Portal (Guarantee, Amendment, Pay Order)",Onshore Banking,BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,"Upload in E-GP Portal (Guarantee, Amendment, Pay Order)",Offshore Banking,N/A,,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of Guarantee to the Beneficiary in Original without Any Engagement on Our Part,Onshore Banking,"BDT 1,000 to BDT 2,000",15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Advising of Guarantee to the Beneficiary in Original without Any Engagement on Our Part,Offshore Banking,USD 10 to USD 20,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Miscellaneous,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Miscellaneous,Offshore Banking,Up to USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Issuance of Certificate,Onshore Banking,Up to BDT 500,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Issuance of Certificate,Offshore Banking,Up to USD 5,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Stamp Cost,Onshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Guarantee,Guarantee,Stamp Cost,Offshore Banking,At actual,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Processing Regulatory Approval (such as Bill of Entry extension/extension of export bill repatriation and others),Onshore Banking,"Up to BDT 10,000",15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,Processing Regulatory Approval (such as Bill of Entry extension/extension of export bill repatriation and others),Offshore Banking,Up to USD 100,15% VAT applicable,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,"Any other type of trade-related transaction not covered above, unless otherwise stipulated",Onshore Banking,Negotiable,,CORP_fees.pdf
Corporate,Miscellaneous Cost For Trade Service,Trade Service,"Any other type of trade-related transaction not covered above, unless otherwise stipulated",Offshore Banking,Negotiable,,CORP_fees.pdf
